match type,Day,Date,Time,Home,xg_home,Score,xg_away,Away,Attendance,Venue,Referee,Match Report,Match URL,Match ID
Regular Season,Sat,10/16/21,19:30,Louisville,1.3,3–1,1.6,Pride,"8,488",Lynn Family Stadium,Matthew Franz,Match Report,https://fbref.com/en/matches/2b50579e/Racing-Louisville-Orlando-Pride-October-16-2021-NWSL,2b50579e
Regular Season,Sun,10/17/21,14:00,Courage,2.4,0–3,2.1,Gotham FC,"7,064",Sahlen's Stadium at WakeMed Soccer Park,Tori Penso,Match Report,https://fbref.com/en/matches/b5eddd77/North-Carolina-Courage-Gotham-FC-October-17-2021-NWSL,b5eddd77
Regular Season,Sun,10/17/21,18:00 (19:00),Dash,1.3,0–1,2.3,Thorns,"4,792",BBVA Stadium,Luis Guardia,Match Report,https://fbref.com/en/matches/9d5e9ab5/Houston-Dash-Portland-Thorns-FC-October-17-2021-NWSL,9d5e9ab5
Regular Season,Sat,10/16/21,19:00 (22:00),Reign,1,0–2,1.2,Spirit,"4,009",Cheney Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/e62b6c8a/OL-Reign-Washington-Spirit-October-16-2021-NWSL,e62b6c8a
Regular Season,Sat,10/16/21,19:00 (20:00),Red Stars,2.4,2–1,0.8,Kansas City,"4,488",SeatGeek Stadium,Greg Dopka,Match Report,https://fbref.com/en/matches/c364a795/Chicago-Red-Stars-Kansas-City-October-16-2021-NWSL,c364a795
Regular Season,Fri,10/22/21,19:00 (20:00),Kansas City,1.9,1–1,0.8,Gotham FC,"4,733",Field of Legends,Alex Billeter,Match Report,https://fbref.com/en/matches/1e851026/Kansas-City-Gotham-FC-October-22-2021-NWSL,1e851026
Regular Season,Thu,10/28/21,19:30,Louisville,0.9,1–1,1.8,Gotham FC,"6,508",Lynn Family Stadium,Samantha Martinez,Match Report,https://fbref.com/en/matches/500515e8/Racing-Louisville-Gotham-FC-October-28-2021-NWSL,500515e8
Regular Season,Fri,10/29/21,19:00,Pride,0.2,0–1,1.1,Red Stars,,Exploria Stadium,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/14675a38/Orlando-Pride-Chicago-Red-Stars-October-29-2021-NWSL,14675a38
Regular Season,Sun,10/31/21,14:00,Spirit,1.4,1–0,0.6,Dash,"4,542",Audi Field,Danielle Chesky,Match Report,https://fbref.com/en/matches/94d3e20f/Washington-Spirit-Houston-Dash-October-31-2021-NWSL,94d3e20f
Regular Season,Sun,10/31/21,15:00,Gotham FC,1.6,1–1,1.4,Louisville,"6,362",Red Bull Arena,Karen Abt,Match Report,https://fbref.com/en/matches/b9817679/Gotham-FC-Racing-Louisville-October-31-2021-NWSL,b9817679
Regular Season,Sat,10/30/21,19:00 (22:00),Thorns,1.8,0–0,1.4,Courage,"17,584",Providence Park,Greg Dopka,Match Report,https://fbref.com/en/matches/cc66a2f1/Portland-Thorns-FC-North-Carolina-Courage-October-30-2021-NWSL,cc66a2f1
Regular Season,Sat,10/30/21,20:00 (21:00),Kansas City,0.8,0–3,2.8,Reign,"6,345",Field of Legends,Laura Rodriguez,Match Report,https://fbref.com/en/matches/176d858d/Kansas-City-OL-Reign-October-30-2021-NWSL,176d858d
First round,Sun,11/7/21,14:00 (15:00),Red Stars,0.6,1–0,0.3,Gotham FC,"7,027",SeatGeek Stadium,Kevin Broadley,Match Report,https://fbref.com/en/matches/bd3531f7/Chicago-Red-Stars-Gotham-FC-November-7-2021-NWSL,bd3531f7
First round,Sun,11/7/21,17:30,Spirit,2,1–0,1.4,Courage,"5,379",Audi Field,Natalie Simon,Match Report,https://fbref.com/en/matches/725b6b2b/Washington-Spirit-North-Carolina-Courage-November-7-2021-NWSL,725b6b2b
Semifinals,Sun,11/14/21,12:00 (15:00),Reign,3.5,1–2,1.5,Spirit,"5,273",Cheney Stadium,Matthew Franz,Match Report,https://fbref.com/en/matches/441fc804/OL-Reign-Washington-Spirit-November-14-2021-NWSL,441fc804
Semifinals,Sun,11/14/21,14:30 (17:30),Thorns,1,0–2,0.2,Red Stars,"15,832",Providence Park,Katja Koroleva,Match Report,https://fbref.com/en/matches/9211e53e/Portland-Thorns-FC-Chicago-Red-Stars-November-14-2021-NWSL,9211e53e
Final,Sat,11/20/21,12:00,Spirit,2.7,2–1,1.5,Red Stars,"10,360",Lynn Family Stadium,Tori Penso,Match Report,https://fbref.com/en/matches/d7eebcbd/Washington-Spirit-Chicago-Red-Stars-November-20-2021-NWSL,d7eebcbd
