match type,Day,Date,Time,Home,xg_home,Score,xg_away,Away,Attendance,Venue,Referee,Match Report,Match URL,Match ID
Regular Season,Sun,9/11/22,18:00,Gotham FC,1.1,0–1,1.6,Current,"2,130",Red Bull Arena,Brad Jensen,Match Report,https://fbref.com/en/matches/1f7f7194/Gotham-FC-Kansas-City-Current-September-11-2022-NWSL,1f7f7194
Regular Season,Wed,9/14/22,19:00,Courage,2.3,1–0,0.6,Angel City,"3,661",Sahlen's Stadium at WakeMed Soccer Park,Alex Billeter,Match Report,https://fbref.com/en/matches/2716932b/North-Carolina-Courage-Angel-City-FC-September-14-2022-NWSL,2716932b
Regular Season,Wed,9/14/22,19:00 (20:00),Red Stars,1.4,4–0,0.4,Current,"2,135",SeatGeek Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/c73c9a6b/Chicago-Red-Stars-Kansas-City-Current-September-14-2022-NWSL,c73c9a6b
Regular Season,Fri,9/16/22,19:30,Louisville,1.5,2–0,0.5,Pride,"5,397",Lynn Family Stadium,Anya Voigt,Match Report,https://fbref.com/en/matches/f4bf2d71/Racing-Louisville-Orlando-Pride-September-16-2022-NWSL,f4bf2d71
Regular Season,Sat,9/17/22,19:00,Spirit,1.8,2–0,0.9,Gotham FC,"8,781",Audi Field,Shawn Tehini,Match Report,https://fbref.com/en/matches/0d9dc005/Washington-Spirit-Gotham-FC-September-17-2022-NWSL,0d9dc005
Regular Season,Sat,9/17/22,19:30,Courage,1.8,1–2,1.2,Reign,"6,398",Sahlen's Stadium at WakeMed Soccer Park,Ricardo Fierro,Match Report,https://fbref.com/en/matches/804f5ac8/North-Carolina-Courage-OL-Reign-September-17-2022-NWSL,804f5ac8
Regular Season,Sun,9/18/22,16:00 (17:00),Current,1.1,1–1,1.7,Thorns,"9,281",Children's Mercy Park,Calin Radosav,Match Report,https://fbref.com/en/matches/18ca8cc7/Kansas-City-Current-Portland-Thorns-FC-September-18-2022-NWSL,18ca8cc7
Regular Season,Sat,9/17/22,19:00 (22:00),Wave,0.6,1–0,1.3,Angel City,"32,000",Snapdragon Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/1fe8fd04/San-Diego-Wave-Angel-City-FC-September-17-2022-NWSL,1fe8fd04
Regular Season,Sat,9/17/22,19:00 (20:00),Red Stars,0.5,0–1,0.6,Dash,"5,488",SeatGeek Stadium,Matthew Thompson,Match Report,https://fbref.com/en/matches/a41e3360/Chicago-Red-Stars-Houston-Dash-September-17-2022-NWSL,a41e3360
Regular Season,Wed,9/21/22,19:00,Gotham FC,0.4,0–1,1.5,Reign,"2,274",Red Bull Arena,Anya Voigt,Match Report,https://fbref.com/en/matches/5a35c06d/Gotham-FC-OL-Reign-September-21-2022-NWSL,5a35c06d
Regular Season,Wed,9/21/22,19:00,Pride,0.6,0–3,1.5,Courage,"3,258",Exploria Stadium,Adorae Monroy,Match Report,https://fbref.com/en/matches/b3e380c7/Orlando-Pride-North-Carolina-Courage-September-21-2022-NWSL,b3e380c7
Regular Season,Wed,9/21/22,19:00 (22:00),Thorns,2.9,3–0,0.3,Louisville,"15,652",Providence Park,John Griggs,Match Report,https://fbref.com/en/matches/f6dedb09/Portland-Thorns-FC-Racing-Louisville-September-21-2022-NWSL,f6dedb09
Regular Season,Wed,9/21/22,19:30 (22:30),Angel City,1.4,2–1,1.2,Spirit,"16,112",Banc of California Stadium,Elton Garcia,Match Report,https://fbref.com/en/matches/aff50b31/Angel-City-FC-Washington-Spirit-September-21-2022-NWSL,aff50b31
Regular Season,Sat,9/24/22,19:00,Courage,2.8,3–0,0.3,Gotham FC,"6,376",Sahlen's Stadium at WakeMed Soccer Park,Karen Callado,Match Report,https://fbref.com/en/matches/2bbe892a/North-Carolina-Courage-Gotham-FC-September-24-2022-NWSL,2bbe892a
Regular Season,Sun,9/25/22,13:00 (16:00),Thorns,2.2,3–0,0.8,Red Stars,"19,127",Providence Park,Alex Billeter,Match Report,https://fbref.com/en/matches/e9143a40/Portland-Thorns-FC-Chicago-Red-Stars-September-25-2022-NWSL,e9143a40
Regular Season,Sun,9/25/22,16:00 (17:00),Current,2.2,3–0,0.3,Spirit,"9,593",Children's Mercy Park,Alyssa Nichols,Match Report,https://fbref.com/en/matches/de185b12/Kansas-City-Current-Washington-Spirit-September-25-2022-NWSL,de185b12
Regular Season,Sun,9/25/22,19:00,Pride,0.8,2–2,1.8,Wave,"6,466",Exploria Stadium,Matthew Thompson,Match Report,https://fbref.com/en/matches/e967af56/Orlando-Pride-San-Diego-Wave-September-25-2022-NWSL,e967af56
Regular Season,Sat,9/24/22,19:30 (20:30),Dash,1.3,0–2,1.9,Reign,,PNC Stadium,Matthew Franz,Match Report,https://fbref.com/en/matches/b4372c91/Houston-Dash-OL-Reign-September-24-2022-NWSL,b4372c91
Regular Season,Sun,9/25/22,17:00 (20:00),Angel City,1,1–3,1.4,Louisville,"22,000",Banc of California Stadium,Adorae Monroy,Match Report,https://fbref.com/en/matches/90ce10b5/Angel-City-FC-Racing-Louisville-September-25-2022-NWSL,90ce10b5
Regular Season,Sat,10/1/22,18:00,Gotham FC,0.8,3–3,2.9,Thorns,"4,752",Red Bull Arena,Adorae Monroy,Match Report,https://fbref.com/en/matches/01fa4544/Gotham-FC-Portland-Thorns-FC-October-1-2022-NWSL,01fa4544
Regular Season,Fri,9/30/22,19:00 (22:00),Wave,0.6,0–0,1.2,Courage,"18,000",Snapdragon Stadium,Elijio Arreguin,Match Report,https://fbref.com/en/matches/dc2606b9/San-Diego-Wave-North-Carolina-Courage-September-30-2022-NWSL,dc2606b9
Regular Season,Sat,10/1/22,19:00,Spirit,1.5,1–2,1.3,Dash,"9,141",Audi Field,Samantha Martinez,Match Report,https://fbref.com/en/matches/7b014660/Washington-Spirit-Houston-Dash-October-1-2022-NWSL,7b014660
Regular Season,Sat,10/1/22,19:30,Louisville,0.9,1–0,0.9,Current,"6,622",Lynn Family Stadium,Karen Callado,Match Report,https://fbref.com/en/matches/0000be22/Racing-Louisville-Kansas-City-Current-October-1-2022-NWSL,0000be22
Regular Season,Sun,10/2/22,17:00 (18:00),Red Stars,1.2,2–0,1.2,Angel City,"8,347",SeatGeek Stadium,Kevin Broadley,Match Report,https://fbref.com/en/matches/b85f2b59/Chicago-Red-Stars-Angel-City-FC-October-2-2022-NWSL,b85f2b59
Regular Season,Sat,10/1/22,19:00 (22:00),Reign,1.6,3–0,0.2,Pride,"10,746",Lumen Field,Katja Koroleva,Match Report,https://fbref.com/en/matches/7652f3ff/OL-Reign-Orlando-Pride-October-1-2022-NWSL,7652f3ff
First Round,Sun,10/16/22,16:00 (17:00),Dash,1.2,1–2,1.8,Current,"21,284",PNC Stadium,Elijio Arreguin,Match Report,https://fbref.com/en/matches/d10405b3/Houston-Dash-Kansas-City-Current-October-16-2022-NWSL,d10405b3
First Round,Sun,10/16/22,19:00 (22:00),Wave,2.4,2–1,1.3,Red Stars,"26,215",Snapdragon Stadium,Mark Allatin,Match Report,https://fbref.com/en/matches/063be4e2/San-Diego-Wave-Chicago-Red-Stars-October-16-2022-NWSL,063be4e2
Semifinals,Sun,10/23/22,14:00 (17:00),Thorns,1.2,2–1,1.2,Wave,"22,035",Providence Park,Kevin Broadley,Match Report,https://fbref.com/en/matches/254dd7b3/Portland-Thorns-FC-San-Diego-Wave-October-23-2022-NWSL,254dd7b3
Semifinals,Sun,10/23/22,16:30 (19:30),Reign,1.3,0–2,0.8,Current,"21,491",Lumen Field,Alex Billeter,Match Report,https://fbref.com/en/matches/4ca190d3/OL-Reign-Kansas-City-Current-October-23-2022-NWSL,4ca190d3
Final,Sat,10/29/22,21:00,Thorns,1.5,2–0,0.3,Current,"17,624",Audi Field (Neutral Site),Natalie Simon,Match Report,https://fbref.com/en/matches/64aa1dab/Portland-Thorns-FC-Kansas-City-Current-October-29-2022-NWSL,64aa1dab
