match type,wk,Day,Date,Time,Home,xg_home,Score,xg_away,Away,Attendance,Venue,Referee,Match Report,Match URL,Match ID
Regular Season,18,Sun,9/3/23,15:00 (18:00),Reign,1.3,1–0,0.3,Pride,"10,106",Lumen Field,Ricardo Fierro,Match Report,https://fbref.com/en/matches/a37d3cfd/OL-Reign-Orlando-Pride-September-3-2023-NWSL,a37d3cfd
Regular Season,18,Sun,9/3/23,17:00,Spirit,2.6,0–2,1.3,Red Stars,"10,035",Audi Field,Brandon Stevis,Match Report,https://fbref.com/en/matches/11764aec/Washington-Spirit-Chicago-Red-Stars-September-3-2023-NWSL,11764aec
Regular Season,18,Sun,9/3/23,17:00 (20:00),Wave,3.6,1–0,0.4,Dash,"24,936",Snapdragon Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/eca1e88a/San-Diego-Wave-Houston-Dash-September-3-2023-NWSL,eca1e88a
Regular Season,19,Fri,9/15/23,19:30,Louisville,1.4,0–1,1.2,Dash,"5,526",Lynn Family Stadium,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/22ee2a8e/Racing-Louisville-Houston-Dash-September-15-2023-NWSL,22ee2a8e
Regular Season,19,Sat,9/16/23,19:30,Gotham FC,1.8,2–0,1.2,Spirit,"6,202",Red Bull Arena,Adorae Monroy,Match Report,https://fbref.com/en/matches/3b0958a3/Gotham-FC-Washington-Spirit-September-16-2023-NWSL,3b0958a3
Regular Season,19,Sun,9/17/23,17:00 (18:00),Red Stars,0.5,2–2,1.4,Angel City,"8,961",SeatGeek Stadium,Alyssa Nichols,Match Report,https://fbref.com/en/matches/1c672cf2/Chicago-Red-Stars-Angel-City-FC-September-17-2023-NWSL,1c672cf2
Regular Season,19,Sat,9/16/23,19:00 (22:00),Wave,1.7,1–2,0.8,Current,"15,832",Snapdragon Stadium,Mathew Corrigan,Match Report,https://fbref.com/en/matches/a1dc77b2/San-Diego-Wave-Kansas-City-Current-September-16-2023-NWSL,a1dc77b2
Regular Season,19,Sun,9/17/23,19:00,Pride,1.8,2–1,0.8,Courage,"5,907",Exploria Stadium,Danielle Chesky,Match Report,https://fbref.com/en/matches/f88cc7e3/Orlando-Pride-North-Carolina-Courage-September-17-2023-NWSL,f88cc7e3
Regular Season,19,Sat,9/16/23,19:30 (22:30),Thorns,2.1,2–0,0.6,Reign,"25,218",Providence Park,Katja Koroleva,Match Report,https://fbref.com/en/matches/bb90432b/Portland-Thorns-FC-OL-Reign-September-16-2023-NWSL,bb90432b
Regular Season,20,Sat,9/30/23,19:00,Spirit,1.7,2–1,1.1,Current,"11,607",Audi Field,Eric Tattersall,Match Report,https://fbref.com/en/matches/22b9918f/Washington-Spirit-Kansas-City-Current-September-30-2023-NWSL,22b9918f
Regular Season,20,Sun,10/1/23,18:30,Gotham FC,2.3,0–2,0.3,Dash,"6,487",Red Bull Arena,Elijio Arreguin,Match Report,https://fbref.com/en/matches/0c66c1c4/Gotham-FC-Houston-Dash-October-1-2023-NWSL,0c66c1c4
Regular Season,20,Sat,9/30/23,19:00 (20:00),Red Stars,0.9,1–0,1.4,Louisville,"4,104",SeatGeek Stadium,Sergii Demianchuk,Match Report,https://fbref.com/en/matches/9d816b1c/Chicago-Red-Stars-Racing-Louisville-September-30-2023-NWSL,9d816b1c
Regular Season,20,Sat,9/30/23,19:30 (22:30),Thorns,1,0–2,0.5,Wave,"19,947",Providence Park,Calin Radosav,Match Report,https://fbref.com/en/matches/9467b1af/Portland-Thorns-FC-San-Diego-Wave-September-30-2023-NWSL,9467b1af
Regular Season,20,Sun,10/1/23,17:00 (20:00),Reign,0.6,1–1,2.8,Courage,"10,345",Lumen Field,Elton Garcia,Match Report,https://fbref.com/en/matches/42534159/OL-Reign-North-Carolina-Courage-October-1-2023-NWSL,42534159
Regular Season,20,Mon,10/2/23,19:00 (22:00),Angel City,2.1,0–1,0.6,Pride,"18,102",BMO Stadium,Brandon Stevis,Match Report,https://fbref.com/en/matches/076238c6/Angel-City-FC-Orlando-Pride-October-2-2023-NWSL,076238c6
Regular Season,21,Fri,10/6/23,19:30,Louisville,1.6,3–2,1.7,Pride,"6,455",Lynn Family Stadium,Kevin Broadley,Match Report,https://fbref.com/en/matches/e0c9fd2f/Racing-Louisville-Orlando-Pride-October-6-2023-NWSL,e0c9fd2f
Regular Season,21,Sat,10/7/23,14:00 (17:00),Thorns,0.7,1–0,0.3,Gotham FC,"19,599",Providence Park,Danielle Chesky,Match Report,https://fbref.com/en/matches/807c9e51/Portland-Thorns-FC-Gotham-FC-October-7-2023-NWSL,807c9e51
Regular Season,21,Fri,10/6/23,17:00 (20:00),Reign,0.8,0–0,1.7,Spirit,"34,130",Lumen Field,Thomas Snyder,Match Report,https://fbref.com/en/matches/6546a002/OL-Reign-Washington-Spirit-October-6-2023-NWSL,6546a002
Regular Season,21,Sat,10/7/23,19:00,Courage,1.2,0–0,0.1,Wave,"10,434",Sahlen's Stadium at WakeMed Soccer Park,Anya Voigt,Match Report,https://fbref.com/en/matches/63f04e4d/North-Carolina-Courage-San-Diego-Wave-October-7-2023-NWSL,63f04e4d
Regular Season,21,Sun,10/8/23,18:00 (19:00),Dash,2.8,1–2,2.2,Angel City,"9,175",Shell Energy Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/162e58e3/Houston-Dash-Angel-City-FC-October-8-2023-NWSL,162e58e3
Regular Season,21,Sat,10/7/23,19:00 (20:00),Current,2.7,6–3,1.7,Red Stars,"15,671",Children's Mercy Park,Laura Rodriguez,Match Report,https://fbref.com/en/matches/ffe3a6b6/Kansas-City-Current-Chicago-Red-Stars-October-7-2023-NWSL,ffe3a6b6
Regular Season,22,Sun,10/15/23,14:00 (17:00),Wave,2.2,2–0,0.4,Louisville,"30,312",Snapdragon Stadium,Jeremy Scheer,Match Report,https://fbref.com/en/matches/5b076473/San-Diego-Wave-Racing-Louisville-October-15-2023-NWSL,5b076473
Regular Season,22,Sun,10/15/23,14:00 (17:00),Angel City,1.5,5–1,0.6,Thorns,"22,000",BMO Stadium,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/9d04e156/Angel-City-FC-Portland-Thorns-FC-October-15-2023-NWSL,9d04e156
Regular Season,22,Sun,10/15/23,16:00 (17:00),Red Stars,0.3,0–3,1.9,Reign,"8,004",SeatGeek Stadium,Anya Voigt,Match Report,https://fbref.com/en/matches/a4476197/Chicago-Red-Stars-OL-Reign-October-15-2023-NWSL,a4476197
Regular Season,22,Sun,10/15/23,17:00,Pride,2.7,1–0,1.1,Dash,"8,504",Exploria Stadium,Natalie Simon,Match Report,https://fbref.com/en/matches/24e15195/Orlando-Pride-Houston-Dash-October-15-2023-NWSL,24e15195
Regular Season,22,Sun,10/15/23,17:00,Spirit,1,0–1,1.2,Courage,"15,479",Audi Field,Ricardo Fierro,Match Report,https://fbref.com/en/matches/6dc65c5d/Washington-Spirit-North-Carolina-Courage-October-15-2023-NWSL,6dc65c5d
Regular Season,22,Sun,10/15/23,17:00,Gotham FC,1.3,2–2,0.7,Current,"9,005",Red Bull Arena,Alyssa Nichols,Match Report,https://fbref.com/en/matches/f9e04c6f/Gotham-FC-Kansas-City-Current-October-15-2023-NWSL,f9e04c6f
First Round,,Fri,10/20/23,19:00 (22:00),Reign,0.6,1–0,0.2,Angel City,"12,152",Lumen Field,Brad Jensen,Match Report,https://fbref.com/en/matches/2de27dd8/OL-Reign-Angel-City-FC-October-20-2023-NWSL,2de27dd8
First Round,,Sun,10/22/23,19:00,Courage,0.6,0–2,1,Gotham FC,"4,612",Sahlen's Stadium at WakeMed Soccer Park,Katja Koroleva,Match Report,https://fbref.com/en/matches/f2f758a1/North-Carolina-Courage-Gotham-FC-October-22-2023-NWSL,f2f758a1
Semifinals,,Sun,11/5/23,16:00 (19:00),Thorns,0.6,0–1,0.5,Gotham FC,"25,218",Providence Park,Danielle Chesky,Match Report,https://fbref.com/en/matches/d6b5ef91/Portland-Thorns-FC-Gotham-FC-November-5-2023-NWSL,d6b5ef91
Semifinals,,Sun,11/5/23,18:30 (21:30),Wave,0.6,0–1,0.5,Reign,"32,262",Snapdragon Stadium,Natalie Simon,Match Report,https://fbref.com/en/matches/5cc2c4e6/San-Diego-Wave-OL-Reign-November-5-2023-NWSL,5cc2c4e6
Final,,Sat,11/11/23,17:00 (20:00),Reign,1.9,1–2,1.5,Gotham FC,"25,011",Snapdragon Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/9d2567b5/OL-Reign-Gotham-FC-November-11-2023-NWSL,9d2567b5
